age,gender,location,account_type,login_frequency,transaction_count,avg_transaction_amount,total_spent,customer_service_interaction_count,churn,registration_date_year,registration_date_month,registration_date_day
39,male,new denise,checking,14,37,815.94,30189.78,7,1,2024,4,3
58,female,pierceport,loan,21,148,483.1,71498.8,7,0,2021,2,19
53,male,johnsonbury,checking,16,362,586.48,212305.76,7,1,2021,11,21
37,male,lake danielchester,checking,5,171,531.17,90830.07,1,0,2021,5,1
62,female,port crystal,loan,12,253,144.08,36452.24,1,1,2023,6,3
21,female,lake brittany,savings,21,203,108.35,21995.05,9,0,2024,5,13
44,male,south johnny,savings,17,191,36.53,6977.23,5,0,2023,10,6
18,male,east sarahtown,loan,25,143,86.47,12365.21,1,0,2023,3,3
55,female,kimberlybury,savings,22,500,175.74,87870.0,9,0,2021,11,21
46,female,caseyland,savings,28,145,345.72,50129.4,4,0,2020,12,13
36,male,samanthahaven,loan,23,445,591.22,263092.9,1,0,2020,1,31
50,male,port ryanfort,savings,25,188,26.38,4959.44,7,1,2024,1,5
50,female,joshuaborough,checking,13,92,514.93,47373.56,0,1,2021,7,13
57,female,north susan,checking,16,99,618.87,61268.13,0,0,2021,5,15
18,female,rossmouth,loan,11,152,922.31,140191.12,8,0,2022,3,21
53,female,sandersburgh,savings,2,163,885.85,144393.55,9,0,2021,2,20
58,female,danielchester,savings,16,449,337.84,151690.16,6,0,2024,5,9
41,female,new robertport,savings,20,389,985.89,383511.21,6,0,2023,8,30
51,female,brooksville,savings,3,273,707.21,193068.33,6,0,2021,10,28
39,female,feliciatown,checking,25,324,704.85,228371.4,9,1,2022,1,12
65,female,west chadstad,checking,18,98,772.39,75694.22,1,0,2021,8,1
24,male,scottstad,checking,13,36,828.97,29842.92,1,1,2023,2,15
35,male,erinport,loan,6,113,429.24,48504.12,2,1,2025,1,3
62,female,lake charles,savings,28,349,526.01,183577.49,1,1,2020,7,11
42,male,gardnertown,checking,14,23,177.13,4073.99,0,0,2022,4,23
20,female,east jasontown,savings,17,401,138.78,55650.78,3,0,2022,8,21
52,female,randallberg,loan,4,31,949.31,29428.61,9,1,2023,11,12
45,female,taylorberg,checking,19,166,250.03,41504.98,6,1,2022,6,23
54,female,mistyport,savings,15,272,773.27,210329.44,6,1,2021,5,13
19,female,north jerrychester,savings,6,129,862.94,111319.26,0,0,2023,8,8
21,female,lindachester,savings,18,371,239.8,88965.8,9,1,2025,6,19
62,male,north mark,checking,6,122,926.37,113017.14,7,0,2023,11,20
39,male,lake mitchell,loan,12,449,773.29,347207.21,7,0,2020,1,14
37,male,west benjamin,loan,21,224,253.13,56701.12,1,0,2023,8,20
61,female,delacruzmouth,checking,5,483,248.22,119890.26,3,1,2022,4,2
48,female,justinbury,checking,4,104,68.98,7173.92,10,0,2020,4,22
32,female,adammouth,savings,15,241,10.02,2414.82,7,0,2024,6,2
40,male,timothytown,savings,10,376,104.96,39464.96,8,1,2024,10,5
19,male,benjaminfurt,loan,20,57,434.98,24793.86,3,1,2024,11,21
42,female,new victoria,savings,20,448,679.54,304433.92,7,0,2022,3,10
40,female,dawnport,checking,13,297,531.36,157813.92,5,0,2021,12,18
66,female,new emily,loan,2,455,643.93,292988.15,8,1,2021,9,7
31,female,lake kimberlyborough,savings,2,200,235.15,47030.0,7,0,2022,2,22
60,male,matthewside,loan,16,49,167.34,8199.66,5,1,2021,9,3
61,female,west micheleside,savings,24,485,821.91,398626.35,8,1,2021,3,13
69,female,micheleville,savings,26,431,921.27,397067.37,8,1,2023,10,28
69,male,melissahaven,savings,7,54,428.75,23152.5,7,0,2021,1,8
43,female,daleview,checking,30,103,25.56,2632.68,9,0,2023,11,25
23,female,mcgeemouth,loan,15,72,24.58,1769.76,2,1,2024,5,9
27,female,dudleyton,loan,3,34,275.26,9358.84,5,1,2022,2,7
23,female,north kelsey,savings,11,234,968.29,226579.86,10,0,2023,7,24
59,female,mariaborough,savings,11,235,985.5,231592.5,8,0,2022,3,25
26,female,north toniville,savings,10,470,363.58,170882.6,6,0,2023,5,22
54,male,lake curtis,savings,4,409,701.39,286868.51,7,0,2020,9,25
36,female,peterbury,savings,25,252,377.06,95019.12,10,1,2022,11,14
37,female,east andreport,savings,14,260,247.79,64425.4,9,1,2025,3,29
26,female,mcdonaldtown,loan,11,178,408.83,72771.74,7,0,2025,2,21
36,male,patricktown,savings,17,64,155.87,9975.68,0,0,2023,6,5
39,male,west michealview,loan,19,450,688.43,309793.5,7,0,2022,6,30
31,male,port charleshaven,savings,27,476,851.07,405109.32,2,1,2021,5,1
62,male,west elizabeth,savings,8,426,324.46,138219.96,2,0,2021,12,20
24,female,south billyburgh,loan,3,127,287.86,36558.22,4,1,2023,8,25
53,male,west matthewport,loan,9,208,961.67,200027.36,8,1,2020,12,15
28,female,south kelsey,savings,12,425,41.6,17680.0,8,1,2020,11,9
64,female,east theresa,savings,17,337,691.73,233113.01,1,1,2022,6,28
34,female,east patrick,checking,2,254,408.88,103855.52,7,0,2022,6,9
65,female,johnsonborough,checking,19,242,734.13,177659.46,7,0,2020,5,11
18,female,markmouth,savings,3,214,917.28,196297.92,1,0,2022,6,25
60,female,west jamesfort,loan,6,364,545.65,198616.6,6,0,2023,10,2
41,female,cathychester,checking,14,48,484.72,23266.56,7,0,2025,6,11
25,male,new jennifermouth,savings,2,54,534.03,28837.62,6,0,2024,2,15
43,female,laurenview,loan,27,360,853.33,307198.8,2,0,2024,10,13
60,female,east meghan,savings,9,202,833.98,168463.96,1,1,2024,1,19
27,female,jimenezfurt,checking,11,140,374.57,52439.8,1,0,2020,12,15
25,male,scottland,savings,25,297,306.11,90914.67,2,0,2022,8,31
37,male,north isaiah,savings,30,65,122.93,7990.45,8,1,2022,6,15
50,female,smithfurt,savings,14,376,145.67,54771.92,1,1,2024,10,1
24,female,east ericmouth,loan,8,479,216.71,103804.09,3,1,2024,6,12
21,male,shelbytown,savings,17,249,776.59,193370.91,4,1,2021,9,10
62,male,lake jennifermouth,checking,21,71,796.93,56582.03,6,1,2021,8,17
53,male,jayberg,savings,28,212,794.82,168501.84,8,0,2020,10,8
35,male,sherrymouth,loan,21,143,566.27,80976.61,2,0,2022,10,24
51,male,port michaeltown,loan,15,15,548.17,8222.55,3,1,2021,1,24
32,female,east annmouth,loan,30,153,995.73,152346.69,5,0,2023,3,26
39,female,williamport,loan,16,221,694.03,153380.63,3,1,2022,9,26
70,male,east tammy,loan,19,455,451.37,205373.35,9,1,2020,7,19
23,male,morrisbury,loan,11,290,939.39,272423.1,7,0,2021,9,3
32,female,port courtney,savings,6,383,872.93,334332.19,4,0,2024,1,1
60,female,port candice,savings,23,417,347.7,144990.9,7,0,2022,6,12
37,male,east sarah,savings,11,496,148.6,73705.6,7,0,2025,7,7
63,female,east alexa,savings,7,229,44.41,10169.89,0,1,2022,10,21
23,female,lake valerieview,loan,25,486,142.01,69016.86,8,1,2022,4,16
54,female,smithside,savings,25,350,922.84,322994.0,7,0,2025,4,9
23,female,east darrellmouth,savings,9,273,556.85,152020.05,10,1,2021,11,21
55,male,danahaven,loan,23,232,828.46,192202.72,0,1,2021,10,5
38,male,north davidmouth,loan,6,330,805.44,265795.2,3,0,2025,5,5
44,female,west brandon,checking,11,363,771.18,279938.34,1,0,2023,4,18
64,female,jasonview,savings,16,87,411.53,35803.11,10,1,2023,4,14
49,male,christopherberg,loan,18,370,279.93,103574.1,4,1,2023,5,1
39,male,east cameronmouth,checking,28,291,786.79,228955.89,4,0,2023,5,9
46,female,rodriguezfort,savings,23,254,675.28,171521.12,10,1,2022,7,16
63,female,port kristina,savings,22,477,672.44,320753.88,8,0,2024,8,10
57,male,lake emilyport,loan,21,12,873.02,10476.24,3,1,2020,3,25
69,male,west brian,savings,4,67,258.53,17321.51,0,0,2021,5,15
63,female,jonesbury,savings,22,350,44.77,15669.5,4,0,2024,12,30
52,female,west beth,loan,29,289,58.67,16955.63,2,0,2022,11,30
47,female,east sarahshire,savings,6,223,793.93,177046.39,0,1,2023,9,3
41,male,aprilland,loan,20,23,357.87,8231.01,4,1,2021,4,12
66,female,port valerie,checking,14,254,634.2,161086.8,1,0,2021,2,21
19,male,valerieport,loan,11,241,455.98,109891.18,1,0,2025,5,5
29,female,baldwinside,savings,20,390,803.54,313380.6,2,0,2025,6,15
40,male,gonzalesborough,savings,15,386,229.8,88702.8,3,0,2021,5,27
24,female,port annafort,loan,21,66,56.72,3743.52,7,1,2022,4,19
22,female,pamelaborough,savings,10,270,695.95,187906.5,7,0,2021,7,31
53,male,lake trevor,savings,8,415,277.42,115129.3,3,1,2023,4,23
45,female,south john,loan,5,49,194.12,9511.88,5,0,2024,3,31
23,male,west leeland,savings,18,114,361.14,41169.96,7,0,2021,12,12
31,male,north anthony,loan,24,173,900.79,155836.67,4,1,2024,12,21
43,female,phillipsborough,savings,10,231,91.88,21224.28,1,1,2020,3,18
38,female,diazchester,savings,28,83,466.82,38746.06,2,0,2023,7,17
41,female,port alejandro,savings,27,88,94.41,8308.08,1,1,2024,8,16
54,female,herreraberg,checking,15,101,111.23,11234.23,10,0,2025,5,4
45,female,lake mariaview,savings,5,236,301.2,71083.2,7,0,2020,1,6
49,female,christinaland,savings,2,12,404.81,4857.72,3,1,2022,5,2
54,female,lake zachary,savings,20,330,809.34,267082.2,9,0,2022,12,18
40,female,franciscoland,savings,7,115,100.09,11510.35,3,0,2022,2,27
27,female,nathanberg,loan,11,26,13.47,350.22,10,0,2023,7,1
18,female,danielleland,loan,6,341,383.79,130872.39,9,0,2024,5,12
51,female,new rachael,loan,2,71,769.8,54655.8,2,1,2022,8,16
50,female,west stacy,savings,25,429,591.47,253740.63,10,1,2023,1,28
29,female,port melissashire,checking,8,351,789.76,277205.76,4,1,2020,10,24
18,female,south brianberg,savings,1,72,633.57,45617.04,3,0,2024,10,22
22,female,mckinneymouth,checking,1,323,351.7,113599.1,7,1,2021,8,1
36,female,underwoodstad,checking,29,15,822.58,12338.7,10,1,2024,10,11
47,female,north noahtown,savings,29,332,498.76,165588.32,8,1,2021,6,9
57,female,east richard,savings,23,216,888.06,191820.96,0,0,2022,3,6
34,female,nicoleville,savings,18,36,486.59,17517.24,4,0,2020,6,27
23,female,ericchester,savings,28,445,832.73,370564.85,2,0,2025,5,9
62,female,lake haileyville,checking,24,65,601.7,39110.5,3,0,2025,5,4
27,female,sherrimouth,savings,5,218,534.8,116586.4,2,0,2022,7,31
49,female,angelabury,savings,18,364,425.42,154852.88,3,0,2025,4,14
55,male,port daniel,savings,3,107,886.55,94860.85,2,1,2022,8,2
67,male,south sheilamouth,loan,9,141,380.03,53584.23,6,0,2023,10,11
52,female,richardsonview,savings,29,382,918.84,350996.88,3,1,2020,11,28
26,female,marymouth,loan,19,135,712.71,96215.85,5,1,2022,10,9
39,female,millerfurt,loan,20,414,810.15,335402.1,8,0,2021,4,21
21,female,new paulton,savings,23,172,529.26,91032.72,2,1,2023,8,21
52,female,north jeremy,checking,10,205,558.72,114537.6,5,0,2020,7,14
48,male,west greg,checking,19,238,374.24,89069.12,3,0,2021,10,12
28,female,lutzfurt,savings,28,100,121.31,12131.0,10,0,2021,4,24
47,female,east chadberg,checking,17,121,829.87,100414.27,0,1,2023,1,10
64,female,south steven,savings,11,250,626.68,156670.0,2,0,2023,11,11
58,female,jillianborough,checking,3,11,480.68,5287.48,7,0,2025,1,12
23,male,south michael,loan,3,268,640.09,171544.12,7,0,2020,6,4
40,female,jonathanton,checking,1,469,515.26,241656.94,4,0,2020,8,7
65,female,lake janet,loan,28,374,852.73,318921.02,9,0,2022,4,14
53,male,jacksonhaven,savings,2,19,164.38,3123.22,7,1,2023,3,19
69,female,youngmouth,savings,16,205,188.44,38630.2,9,0,2023,4,23
36,female,calderonhaven,loan,15,447,199.9,89355.3,1,1,2022,10,9
59,male,north charlesland,loan,24,239,898.97,214853.83,10,1,2020,11,30
21,male,tylertown,savings,18,314,357.77,112339.78,9,1,2022,1,6
22,male,smithborough,loan,24,335,371.13,124328.55,4,0,2020,8,10
61,female,south carrie,savings,25,196,350.89,68774.44,7,1,2025,4,19
33,female,jacksonborough,savings,6,291,433.05,126017.55,6,0,2022,12,21
48,female,lake william,savings,27,224,379.14,84927.36,9,0,2021,1,5
57,female,lake oliviamouth,savings,6,305,947.82,289085.1,0,0,2022,6,2
59,female,charlesview,loan,17,219,480.52,105233.88,10,0,2021,7,31
19,male,lake bobbyland,checking,10,356,648.53,230876.68,6,1,2024,7,24
29,female,north jessicashire,checking,27,223,204.95,45703.85,4,0,2022,5,29
40,female,rayberg,checking,15,122,396.63,48388.86,10,0,2024,3,6
29,female,arroyoborough,checking,10,372,159.95,59501.4,2,1,2023,12,2
59,female,reyesborough,savings,2,64,284.34,18197.76,5,1,2022,12,21
42,female,khanbury,savings,17,439,508.53,223244.67,2,0,2025,4,20
62,female,ryanview,loan,15,261,662.95,173029.95,1,1,2020,7,13
38,female,east laura,checking,21,417,944.75,393960.75,8,0,2021,2,18
49,female,robertport,checking,9,93,328.55,30555.15,6,1,2024,8,9
24,female,port john,loan,21,422,43.18,18221.96,3,1,2024,9,14
68,female,sheilastad,savings,23,381,861.12,328086.72,3,1,2023,12,28
51,female,lake desiree,loan,8,347,996.87,345913.89,8,0,2024,5,18
21,female,patriciamouth,loan,22,333,603.68,201025.44,10,0,2021,1,1
29,female,east davidbury,savings,8,429,885.52,379888.08,7,0,2024,6,22
50,male,east joseph,savings,20,449,917.96,412164.04,4,0,2022,6,9
58,female,joelshire,loan,17,315,694.1,218641.5,9,1,2021,4,16
42,female,johnsonton,loan,21,247,763.68,188628.96,7,0,2024,11,18
48,male,robleston,checking,13,450,391.28,176076.0,9,0,2020,11,7
68,female,whitestad,savings,7,423,761.29,322025.67,3,0,2020,4,22
52,female,dillonview,checking,11,173,40.42,6992.66,10,1,2021,1,30
66,male,west danny,checking,30,40,928.09,37123.6,2,0,2021,11,10
30,male,alexanderborough,checking,15,287,287.69,82567.03,10,1,2023,4,28
39,female,jonathonmouth,loan,26,181,476.54,86253.74,4,0,2025,2,27
28,female,north timville,savings,6,16,29.47,471.52,7,1,2020,10,16
40,female,susantown,savings,7,289,753.46,217749.94,2,0,2022,11,27
67,male,deckerborough,savings,4,453,511.7,231800.1,2,0,2020,4,2
69,female,anthonyberg,loan,11,149,922.5,137452.5,0,0,2020,2,29
68,male,port stephanie,savings,1,464,728.68,338107.52,3,1,2024,2,26
35,female,lake aliciabury,savings,21,140,897.3,125622.0,3,0,2024,2,10
23,male,west melissaville,savings,7,230,256.84,59073.2,6,1,2020,6,13
59,female,south hannah,checking,2,485,984.13,477303.05,10,1,2020,12,26
60,female,south evelyn,savings,30,198,290.2,57459.6,4,1,2025,2,22
58,female,frankborough,savings,13,227,598.2,135791.4,9,1,2023,4,25
57,male,south davidhaven,loan,23,303,298.0,90294.0,3,0,2024,5,5
41,male,josephchester,savings,19,54,279.99,15119.46,9,0,2024,9,10
26,female,west john,savings,24,460,932.94,429152.4,7,1,2022,1,2
64,male,port emilyside,savings,29,108,200.54,21658.32,7,0,2023,6,11
24,male,lake timothytown,savings,23,325,711.19,231136.75,2,1,2021,9,20
53,male,hallshire,loan,3,191,29.73,5678.43,8,0,2020,2,5
36,female,leonardmouth,checking,30,410,797.34,326909.4,3,1,2025,2,6
26,male,north christyland,savings,27,261,715.06,186630.66,8,1,2021,11,22
42,female,hillmouth,savings,30,226,55.41,12522.66,6,1,2023,10,13
56,female,east maria,savings,5,384,589.32,226298.88,2,1,2020,10,8
45,female,lake carmen,loan,20,268,392.33,105144.44,8,1,2020,9,21
39,female,west travishaven,savings,4,24,564.88,13557.12,4,1,2020,6,20
23,male,new cynthia,savings,25,140,189.7,26558.0,5,1,2023,2,24
56,female,michelleport,loan,29,357,70.37,25122.09,6,1,2023,12,12
62,male,conradview,loan,7,393,654.39,257175.27,9,1,2024,5,18
24,female,east donna,checking,10,369,319.59,117928.71,5,1,2025,3,6
52,male,south johnfurt,savings,13,272,784.92,213498.24,2,0,2024,3,7
31,female,east dorisburgh,checking,19,167,305.06,50945.02,3,0,2023,10,17
56,male,north elizabeth,savings,2,297,330.77,98238.69,3,0,2024,5,22
47,male,joneshaven,loan,11,486,498.28,242164.08,3,0,2021,2,25
26,female,west kyle,savings,18,225,800.98,180220.5,0,0,2020,9,2
42,female,new samanthaville,loan,8,385,554.35,213424.75,10,1,2021,2,3
47,female,angelhaven,savings,10,363,334.86,121554.18,9,0,2025,7,2
36,male,north amberton,loan,25,15,528.54,7928.1,4,0,2021,9,22
24,female,jeffreybury,savings,1,167,71.23,11895.41,2,0,2022,11,14
33,female,karenstad,loan,2,61,931.82,56841.02,3,1,2022,9,29
67,female,south stephanietown,loan,15,268,433.25,116111.0,4,1,2025,3,15
60,female,melissaside,savings,13,319,293.65,93674.35,10,0,2020,4,2
40,female,port kathleenmouth,checking,16,327,298.49,97606.23,3,0,2024,11,3
52,male,leslieberg,loan,20,415,772.37,320533.55,3,1,2024,5,10
25,female,east jacob,savings,22,302,540.45,163215.9,3,1,2021,3,2
21,female,north jeremy,savings,28,219,772.65,169210.35,3,0,2024,9,21
35,female,lake mirandafurt,savings,25,477,564.66,269342.82,10,1,2024,2,10
29,female,new edwin,checking,7,496,671.69,333158.24,3,1,2025,1,6
61,male,west shaneton,savings,21,456,23.45,10693.2,1,0,2023,5,17
34,female,samuelfurt,checking,10,21,502.42,10550.82,10,0,2024,12,20
58,female,kayleeside,checking,24,386,272.33,105119.38,4,0,2025,6,9
24,female,port kimberly,checking,17,44,825.82,36336.08,1,0,2020,11,10
47,male,south andrefort,savings,16,37,449.52,16632.24,5,1,2023,1,8
58,male,north kimside,checking,6,79,655.77,51805.83,4,0,2022,8,12
56,female,east andrewberg,savings,10,140,824.44,115421.6,7,1,2024,2,24
33,female,south christopher,savings,18,163,493.78,80486.14,9,1,2025,1,7
26,female,richardborough,savings,23,252,649.79,163747.08,0,0,2022,1,4
70,female,east ryan,savings,11,401,146.59,58782.59,5,1,2022,1,8
21,female,port eric,loan,13,274,774.02,212081.48,4,1,2024,2,18
62,male,seanville,savings,15,381,212.15,80829.15,1,1,2023,11,13
55,female,taylortown,checking,15,271,843.72,228648.12,7,1,2024,6,26
31,female,north tiffany,savings,6,447,705.73,315461.31,1,0,2022,3,3
45,female,ryanberg,savings,29,193,994.71,191979.03,9,1,2023,9,18
36,female,east chad,savings,1,279,959.83,267792.57,0,0,2024,8,2
38,male,lake connor,checking,25,362,413.91,149835.42,10,0,2024,4,6
39,female,port crystalfort,savings,9,444,956.64,424748.16,4,0,2025,2,12
57,female,kevinfort,loan,13,325,637.55,207203.75,10,0,2024,12,8
28,female,lynnburgh,savings,21,172,25.5,4386.0,6,0,2025,2,15
59,female,burgessville,savings,5,375,524.66,196747.5,10,0,2023,5,14
60,female,lake erin,checking,7,357,829.04,295967.28,3,1,2024,11,3
42,female,lisafurt,savings,16,89,41.55,3697.95,9,0,2024,7,7
47,male,harrisonside,checking,21,161,979.75,157739.75,3,0,2021,12,24
27,female,dennismouth,savings,8,480,962.91,462196.8,0,0,2023,8,4
28,male,south sarahaven,checking,13,391,982.21,384044.11,3,0,2020,12,16
26,female,west kevin,loan,22,411,358.64,147401.04,0,0,2021,3,24
22,female,east madisonview,savings,18,291,572.44,166580.04,4,1,2023,11,27
60,female,susanview,checking,10,272,637.63,173435.36,10,1,2020,9,28
43,female,gonzalezton,savings,22,305,592.66,180761.3,9,0,2021,9,6
62,male,ronaldtown,savings,11,454,158.72,72058.88,9,0,2020,4,6
67,male,amandaport,checking,17,286,541.16,154771.76,0,1,2022,2,16
46,female,smithberg,checking,6,240,477.34,114561.6,0,1,2021,8,28
19,female,perezville,savings,15,422,605.38,255470.36,3,1,2020,6,15
63,male,jordanside,loan,27,170,146.23,24859.1,8,0,2022,5,11
39,female,davidbury,checking,29,189,353.66,66841.74,10,1,2024,2,27
53,female,north joe,savings,10,92,854.51,78614.92,10,1,2023,6,22
66,male,gregoryport,savings,5,398,172.69,68730.62,3,0,2022,11,4
45,male,kevinport,savings,30,436,170.7,74425.2,7,1,2020,5,14
43,male,north michealville,savings,10,234,579.48,135598.32,0,1,2020,5,21
68,male,jonesfort,loan,24,280,177.54,49711.2,7,0,2024,3,30
31,female,port mary,loan,29,399,974.31,388749.69,8,1,2021,5,15
33,female,dennisbury,savings,14,272,475.54,129346.88,4,1,2021,8,27
30,female,irwinville,checking,1,305,853.47,260308.35,5,0,2021,4,25
18,female,nicholasville,checking,23,80,280.72,22457.6,7,1,2021,9,28
57,male,melissaton,checking,23,47,759.09,35677.23,5,1,2022,1,6
40,female,barbaraborough,checking,5,52,668.16,34744.32,8,0,2020,8,19
34,male,walterstown,loan,14,282,181.06,51058.92,4,1,2020,8,22
36,male,scottfort,checking,27,85,118.84,10101.4,3,0,2021,8,3
52,male,yvetteton,savings,19,434,24.49,10628.66,0,1,2020,10,15
46,female,south angela,savings,30,371,498.21,184835.91,5,1,2020,4,28
29,male,port aliciachester,savings,21,262,338.71,88742.02,7,1,2024,5,29
61,female,east christinaview,savings,19,344,356.3,122567.2,2,0,2024,6,2
55,female,robertton,savings,20,236,657.76,155231.36,0,1,2021,4,8
50,female,chapmanshire,checking,1,187,445.38,83286.06,5,0,2022,11,7
33,male,north robertville,savings,1,257,921.18,236743.26,4,1,2020,10,17
42,female,port michaelborough,savings,10,412,206.8,85201.6,2,0,2022,6,13
53,female,west kevin,savings,24,268,577.77,154842.36,7,0,2024,4,15
63,female,shanefurt,savings,6,235,290.06,68164.1,10,1,2022,8,14
31,female,port geraldstad,savings,8,351,27.98,9820.98,7,1,2024,11,16
55,male,tuckerberg,savings,20,113,455.71,51495.23,10,1,2022,7,16
31,male,new shannon,savings,17,92,588.3,54123.6,9,1,2023,9,20
68,male,new gregorytown,savings,18,175,296.77,51934.75,2,1,2022,9,27
55,male,west johnathanborough,savings,21,423,875.84,370480.32,8,0,2023,8,18
67,male,north michael,checking,6,373,370.17,138073.41,1,1,2025,4,7
35,male,west kelly,savings,5,121,164.32,19882.72,9,1,2020,5,17
48,female,angelaton,savings,26,298,576.6,171826.8,2,0,2022,3,2
31,female,jamesfurt,checking,22,107,884.58,94650.06,6,1,2022,12,31
25,female,susanshire,savings,7,20,246.43,4928.6,3,1,2020,2,15
64,female,paulchester,loan,3,171,652.46,111570.66,8,1,2024,12,21
23,male,davidberg,savings,28,195,288.62,56280.9,1,0,2022,2,9
66,female,mejiachester,checking,28,49,556.51,27268.99,10,0,2025,2,13
30,female,starkfurt,savings,17,215,411.34,88438.1,8,1,2020,2,23
60,female,sanchezmouth,savings,14,105,918.27,96418.35,5,0,2020,10,28
70,female,south joshuaborough,savings,24,212,495.55,105056.6,6,0,2023,10,31
54,female,west laurenside,savings,29,93,172.54,16046.22,8,1,2022,5,3
19,male,schwartzport,savings,18,82,220.55,18085.1,4,0,2021,10,12
41,female,lake adrienne,savings,21,206,300.09,61818.54,3,0,2022,10,5
20,female,johnsonchester,savings,19,13,542.1,7047.3,5,1,2020,4,28
19,female,sherrytown,savings,5,429,113.79,48815.91,1,0,2025,2,23
19,female,east ericberg,savings,1,453,203.82,92330.46,7,1,2022,3,15
65,male,carpenterside,savings,6,178,969.04,172489.12,8,1,2025,6,5
37,female,port jack,loan,11,196,763.52,149649.92,10,1,2025,7,6
61,female,kingfurt,loan,15,333,455.93,151824.69,9,1,2020,4,14
36,female,port ashley,checking,6,156,600.73,93713.88,6,0,2025,6,20
42,female,north lisa,savings,6,277,420.75,116547.75,8,0,2022,10,17
45,female,herrerabury,savings,19,178,329.13,58585.14,4,0,2023,10,13
59,female,porterville,savings,14,318,168.37,53541.66,1,0,2022,2,28
38,female,mullinsstad,savings,27,411,887.86,364910.46,7,1,2021,12,30
22,female,debbieland,loan,15,54,761.95,41145.3,2,1,2024,5,23
47,female,north rebecca,savings,3,362,808.35,292622.7,1,1,2021,12,10
56,female,sloantown,savings,28,401,42.3,16962.3,1,1,2021,1,31
48,male,south erinport,checking,25,322,327.48,105448.56,8,0,2023,12,18
64,female,jasonhaven,loan,3,10,229.6,2296.0,4,1,2022,6,8
34,male,mariostad,savings,3,180,515.45,92781.0,5,0,2023,5,12
47,female,danielleborough,checking,13,140,615.19,86126.6,2,1,2022,1,14
21,female,west michaelstad,savings,25,101,169.53,17122.53,6,1,2024,9,10
62,male,north kimberly,savings,4,252,84.62,21324.24,2,1,2023,12,21
70,female,north adrian,loan,10,446,866.22,386334.12,2,0,2022,1,20
64,male,east karen,checking,3,494,59.47,29378.18,8,0,2022,2,27
60,female,lake marymouth,loan,19,15,670.83,10062.45,3,0,2025,1,10
39,female,west joseside,loan,13,274,59.46,16292.04,3,1,2020,7,28
26,female,south christophermouth,savings,9,31,791.59,24539.29,0,0,2020,9,6
30,male,philipside,savings,24,317,214.66,68047.22,5,1,2023,8,9
38,female,sullivanview,checking,27,174,747.4,130047.6,1,0,2023,8,18
37,female,west ryan,checking,6,359,361.56,129800.04,9,0,2024,7,25
36,female,new alyssaburgh,checking,29,409,338.69,138524.21,3,0,2020,4,17
32,female,south joshua,savings,21,40,105.7,4228.0,10,0,2025,4,19
48,female,west tanyaside,checking,25,300,499.29,149787.0,9,0,2025,5,23
52,female,port shelly,loan,23,32,31.34,1002.88,2,0,2024,8,12
47,female,marytown,loan,5,300,178.22,53466.0,6,1,2021,5,3
29,female,port kimberly,loan,10,451,675.72,304749.72,2,0,2024,2,27
47,female,new hollychester,loan,8,434,597.81,259449.54,5,0,2021,2,20
23,male,east joseborough,loan,18,333,84.97,28295.01,10,1,2025,1,23
45,female,amandatown,loan,23,419,583.17,244348.23,7,1,2023,10,6
37,male,south davidbury,savings,21,393,730.17,286956.81,4,0,2021,2,11
43,male,mullinsland,savings,27,131,841.72,110265.32,3,0,2025,2,7
27,female,new cynthiaside,savings,11,44,155.43,6838.92,1,0,2024,12,15
19,male,coxshire,savings,5,324,668.04,216444.96,1,1,2024,6,24
64,female,north jonathan,savings,15,232,117.89,27350.48,5,0,2020,1,22
49,male,davidmouth,savings,5,153,527.84,80759.52,5,1,2020,4,10
50,female,west david,savings,12,102,233.08,23774.16,7,0,2024,9,5
55,female,richardsonville,checking,12,370,12.54,4639.8,0,0,2022,11,27
43,female,lake garychester,loan,25,66,471.64,31128.24,6,1,2020,8,24
27,male,parktown,savings,14,204,920.48,187777.92,1,0,2021,11,11
40,female,thompsonfurt,checking,28,96,801.31,76925.76,6,1,2021,9,10
60,male,christophershire,savings,7,105,565.72,59400.6,9,1,2025,1,13
34,female,port daniellestad,checking,14,111,853.5,94738.5,3,0,2020,12,3
53,male,west judithhaven,savings,12,172,417.34,71782.48,3,1,2025,7,10
43,female,pettyhaven,checking,5,395,230.12,90897.4,9,1,2021,7,20
68,female,matthewborough,loan,6,395,65.28,25785.6,1,0,2022,5,3
27,female,east stephanie,savings,5,455,383.37,174433.35,6,1,2023,10,24
61,female,south keithview,savings,17,61,778.67,47498.87,5,0,2024,7,29
60,female,east jessica,checking,23,318,30.25,9619.5,0,1,2020,6,11
70,female,lake paul,savings,14,21,90.39,1898.19,6,0,2023,9,12
64,male,webbberg,loan,14,482,559.59,269722.38,6,1,2020,3,16
64,female,bradyborough,savings,11,333,873.17,290765.61,2,0,2025,7,10
20,female,lake maurice,savings,27,218,506.34,110382.12,9,1,2022,12,13
43,male,blairview,loan,29,236,287.05,67743.8,10,0,2020,9,6
65,female,dominiquefort,savings,21,95,466.58,44325.1,0,1,2024,5,13
20,female,justinburgh,savings,19,102,686.71,70044.42,4,1,2022,7,15
48,male,williamsberg,savings,24,356,741.9,264116.4,3,1,2020,9,23
40,female,north krystal,checking,27,16,938.52,15016.32,2,1,2023,9,30
69,female,sarahbury,savings,28,190,342.65,65103.5,8,0,2020,5,16
